"","studyName","location","latitude","longitude","vegetation","map","mat","grouping","lai","species","speciesMatched","family","pft","growingCondition","status","light","age","a.lf","a.ssba","a.ssbh","a.ssbc","a.shba","a.shbh","a.shbc","a.sbba","a.sbbh","a.sbbc","a.stba","a.stbh","a.stbc","a.cp","a.cs","h.t","h.c","d.ba","d.bh","h.bh","d.cr","c.d","m.lf","m.ss","m.sh","m.sb","m.st","m.so","m.br","m.rf","m.rc","m.rt","m.to","a.ilf","ma.ilf","r.st","r.ss","r.sb","r.sh","n.lf","n.ss","n.sb","n.sh","n.rf","n.rc","mean_annual_precipitation"
"6154","Tange1995","Japan-Chiba Forest of Tokyo University, Gobozawa-GBU1",35.2,140.1,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Cryptomeria japonica","Taxodiaceae","EG","PM",NA,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06157521601036,NA,NA,NA,19.9,NA,NA,0.28,1.3,NA,NA,17.2,NA,NA,NA,253.9,271.1,27.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1760
"6155","Tange1995","Japan-Chiba Forest of Tokyo University, Gobozawa-GBU1",35.2,140.1,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Cryptomeria japonica","Taxodiaceae","EG","PM",NA,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0380132711084365,NA,NA,NA,13.6,NA,NA,0.22,1.3,NA,NA,13,NA,NA,NA,124.5,137.5,23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1760
"6156","Tange1995","Japan-Chiba Forest of Tokyo University, Gobozawa-GBU2",35.2,140.1,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Cryptomeria japonica","Taxodiaceae","EG","PM",NA,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13854423602331,NA,NA,NA,25.3,NA,NA,0.42,1.3,NA,NA,50.2,NA,NA,NA,568.1,618.3,31.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1760
"6157","Tange1995","Japan-Chiba Forest of Tokyo University, Gobozawa-GBU2",35.2,140.1,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Cryptomeria japonica","Taxodiaceae","EG","PM",NA,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0706858347057703,NA,NA,NA,23.1,NA,NA,0.3,1.3,NA,NA,22,NA,NA,NA,305.5,327.5,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1760
"6158","Tange1995","Japan-Chiba Forest of Tokyo University, Gobozawa-GBU2",35.2,140.1,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Cryptomeria japonica","Taxodiaceae","EG","PM",NA,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0962112750161874,NA,NA,NA,21.1,NA,NA,0.35,1.3,NA,NA,39.1,NA,NA,NA,386.3,425.4,30.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1760
"6159","Tange1995","Japan-Chiba Forest of Tokyo University, Gobozawa-GBU2",35.2,140.1,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Cryptomeria japonica","Taxodiaceae","EG","PM",NA,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0380132711084365,NA,NA,NA,18.8,NA,NA,0.22,1.3,NA,NA,8.6,NA,NA,NA,118,126.6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1760
"6160","Tange1995","Japan-Chiba Forest of Tokyo University, Gobozawa-GBU2",35.2,140.1,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Cryptomeria japonica","Taxodiaceae","EG","PM",NA,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0176714586764426,NA,NA,NA,15.5,NA,NA,0.15,1.3,NA,NA,1.6,NA,NA,NA,49.9,51.5,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1760
"6161","Tange1995","Japan-Chiba Forest of Tokyo University, Gobozawa-GBM",35.2,140.1,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Cryptomeria japonica","Taxodiaceae","EG","PM",NA,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.180955736846772,NA,NA,NA,26.9,NA,NA,0.48,1.3,NA,NA,30.2,NA,NA,NA,743.8,774,46.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1760
"6162","Tange1995","Japan-Chiba Forest of Tokyo University, Gobozawa-GBM",35.2,140.1,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Cryptomeria japonica","Taxodiaceae","EG","PM",NA,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.152053084433746,NA,NA,NA,26.2,NA,NA,0.44,1.3,NA,NA,37,NA,NA,NA,704.1,741.1,54.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1760
"6163","Tange1995","Japan-Chiba Forest of Tokyo University, Gobozawa-GBM",35.2,140.1,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Cryptomeria japonica","Taxodiaceae","EG","PM",NA,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.101787601976309,NA,NA,NA,25.8,NA,NA,0.36,1.3,NA,NA,17.7,NA,NA,NA,448.4,466.1,22.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1760
"6164","Tange1995","Japan-Chiba Forest of Tokyo University, Gobozawa-GBM",35.2,140.1,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Cryptomeria japonica","Taxodiaceae","EG","PM",NA,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0660519855417254,NA,NA,NA,22.9,NA,NA,0.29,1.3,NA,NA,11.2,NA,NA,NA,254.4,265.6,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1760
"6165","Tange1995","Japan-Chiba Forest of Tokyo University, Gobozawa-GBM",35.2,140.1,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Cryptomeria japonica","Taxodiaceae","EG","PM",NA,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0490873852123405,NA,NA,NA,21.3,NA,NA,0.25,1.3,NA,NA,5.9,NA,NA,NA,180.2,186.1,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1760
"6166","Tange1995","Japan-Chiba Forest of Tokyo University, Gobozawa-GBL",35.2,140.1,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Cryptomeria japonica","Taxodiaceae","EG","PM",NA,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.453645979178366,NA,NA,NA,42.3,NA,NA,0.76,1.3,NA,NA,64,NA,NA,NA,2331.9,2395.9,99.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1760
"6167","Tange1995","Japan-Chiba Forest of Tokyo University, Gobozawa-GBL",35.2,140.1,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Cryptomeria japonica","Taxodiaceae","EG","PM",NA,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.255175863287831,NA,NA,NA,40,NA,NA,0.57,1.3,NA,NA,60.4,NA,NA,NA,1779.9,1840.3,130.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1760
"6168","Tange1995","Japan-Chiba Forest of Tokyo University, Gobozawa-GBL",35.2,140.1,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Cryptomeria japonica","Taxodiaceae","EG","PM",NA,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.321699087727595,NA,NA,NA,39.2,NA,NA,0.64,1.3,NA,NA,45.7,NA,NA,NA,1861.1,1906.8,110.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1760
"6169","Tange1995","Japan-Chiba Forest of Tokyo University, Gobozawa-GBL",35.2,140.1,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Cryptomeria japonica","Taxodiaceae","EG","PM",NA,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13854423602331,NA,NA,NA,35.9,NA,NA,0.42,1.3,NA,NA,23.2,NA,NA,NA,870.2,893.4,60.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1760
"6170","Tange1995","Japan-Chiba Forest of Tokyo University, Gobozawa-GBL",35.2,140.1,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Cryptomeria japonica","Taxodiaceae","EG","PM",NA,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0855298599939821,NA,NA,NA,31.3,NA,NA,0.33,1.3,NA,NA,17.6,NA,NA,NA,527,544.6,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1760
"6171","Tange1995","Japan-Chiba Forest of Tokyo University, Imasumi-IML",35.2,140.1,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Cryptomeria japonica","Taxodiaceae","EG","PM",NA,NA,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301907054009979,NA,NA,NA,29.6,NA,NA,0.62,1.3,NA,NA,57,NA,NA,NA,1593.9,1650.9,134.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1760
"6172","Tange1995","Japan-Chiba Forest of Tokyo University, Imasumi-IML",35.2,140.1,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Cryptomeria japonica","Taxodiaceae","EG","PM",NA,NA,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.273397100678652,NA,NA,NA,31.3,NA,NA,0.59,1.3,NA,NA,65.1,NA,NA,NA,1636.6,1701.7,173.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1760
"6173","Tange1995","Japan-Chiba Forest of Tokyo University, Imasumi-IML",35.2,140.1,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Cryptomeria japonica","Taxodiaceae","EG","PM",NA,NA,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.264207942166902,NA,NA,NA,32.6,NA,NA,0.58,1.3,NA,NA,45.1,NA,NA,NA,1482.6,1527.7,169.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1760
"6174","Tange1995","Japan-Chiba Forest of Tokyo University, Imasumi-IML",35.2,140.1,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Cryptomeria japonica","Taxodiaceae","EG","PM",NA,NA,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.196349540849362,NA,NA,NA,31.8,NA,NA,0.5,1.3,NA,NA,49.7,NA,NA,NA,1171.4,1221.1,111.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1760
"6175","Tange1995","Japan-Chiba Forest of Tokyo University, Imasumi-IML",35.2,140.1,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Cryptomeria japonica","Taxodiaceae","EG","PM",NA,NA,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0706858347057703,NA,NA,NA,25,NA,NA,0.3,1.3,NA,NA,13.7,NA,NA,NA,355.9,369.6,20.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1760
"6176","Tange1995","Japan-Chiba Forest of Tokyo University, Imasumi-MR(B)U",35.2,140.1,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Cryptomeria japonica","Taxodiaceae","EG","PM",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00255175863287831,NA,NA,NA,NA,2,NA,0.057,NA,1.3,NA,NA,0.967,NA,NA,NA,0.861,1.828,0.266,NA,NA,0.565,2.393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1760
"6177","Tange1995","Japan-Chiba Forest of Tokyo University, Imasumi-MR(B)U",35.2,140.1,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Cryptomeria japonica","Taxodiaceae","EG","PM",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00107521008569111,NA,NA,NA,NA,1.78,NA,0.037,NA,1.3,NA,NA,0.452,NA,NA,NA,0.383,0.835,0.081,NA,NA,0.248,1.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1760
"6178","Tange1995","Japan-Chiba Forest of Tokyo University, Imasumi-MR(B)L",35.2,140.1,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Cryptomeria japonica","Taxodiaceae","EG","PM",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0029224665660019,NA,NA,NA,NA,3.19,NA,0.061,NA,1.3,NA,NA,1.136,NA,NA,NA,1.163,2.299,0.244,NA,NA,0.584,2.883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1760
"6179","Tange1995","Japan-Chiba Forest of Tokyo University, Imasumi-MR(B)L",35.2,140.1,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Cryptomeria japonica","Taxodiaceae","EG","PM",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00145220120412188,NA,NA,NA,NA,2.63,NA,0.043,NA,1.3,NA,NA,0.901,NA,NA,NA,0.702,1.603,0.193,NA,NA,0.521,2.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1760
"6180","Tange1995","Japan-Chiba Forest of Tokyo University, Imasumi-NNU",35.2,140.1,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Cryptomeria japonica","Taxodiaceae","EG","PM",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000490873852123405,NA,NA,NA,NA,1.3,NA,0.025,NA,1.3,NA,NA,0.346,NA,NA,NA,0.212,0.558,0.057,NA,NA,0.191,0.749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1760
"6181","Tange1995","Japan-Chiba Forest of Tokyo University, Imasumi-NNU",35.2,140.1,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Cryptomeria japonica","Taxodiaceae","EG","PM",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00041547562843725,NA,NA,NA,NA,0.96,NA,0.023,NA,1.3,NA,NA,0.219,NA,NA,NA,1.025,1.244,0.035,NA,NA,0.133,1.377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1760
"6182","Tange1995","Japan-Chiba Forest of Tokyo University, Imasumi-NNL",35.2,140.1,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Cryptomeria japonica","Taxodiaceae","EG","PM",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00196349540849362,NA,NA,NA,NA,3.04,NA,0.05,NA,1.3,NA,NA,1.047,NA,NA,NA,0.855,1.902,0.091,NA,NA,0.554,2.456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1760
"6183","Tange1995","Japan-Chiba Forest of Tokyo University, Imasumi-NNL",35.2,140.1,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Cryptomeria japonica","Taxodiaceae","EG","PM",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00152053084433746,NA,NA,NA,NA,2.91,NA,0.044,NA,1.3,NA,NA,0.946,NA,NA,NA,0.874,1.82,0.19,NA,NA,0.592,2.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1760
"6184","Tange1995","Japan-Chiba Forest of Tokyo University, Imasumi-ME(C)U",35.2,140.1,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Cryptomeria japonica","Taxodiaceae","EG","PM",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000660519855417254,NA,NA,NA,NA,1.66,NA,0.029,NA,1.3,NA,NA,0.41,NA,NA,NA,0.271,0.681,0.039,NA,NA,0.231,0.912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1760
"6185","Tange1995","Japan-Chiba Forest of Tokyo University, Imasumi-ME(C)U",35.2,140.1,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Cryptomeria japonica","Taxodiaceae","EG","PM",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00057255526111674,NA,NA,NA,NA,1.4,NA,0.027,NA,1.3,NA,NA,0.319,NA,NA,NA,0.216,0.535,0.036,NA,NA,0.226,0.761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1760
"6186","Tange1995","Japan-Chiba Forest of Tokyo University, Imasumi-ME(C)L",35.2,140.1,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Cryptomeria japonica","Taxodiaceae","EG","PM",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00331830724035422,NA,NA,NA,NA,3.99,NA,0.065,NA,1.3,NA,NA,1.744,NA,NA,NA,1.845,3.589,0.364,NA,NA,1.037,4.626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1760
"6187","Tange1995","Japan-Chiba Forest of Tokyo University, Imasumi-ME(C)L",35.2,140.1,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Cryptomeria japonica","Taxodiaceae","EG","PM",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00220618344098343,NA,NA,NA,NA,2.84,NA,0.053,NA,1.3,NA,NA,1.323,NA,NA,NA,1.183,2.506,0.207,NA,NA,0.719,3.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1760
"6188","Tange2010","Japan-Chiba Forest of Tokyo University-Anno 1",35.2,140.1,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Cryptomeria japonica","Taxodiaceae","EG","PM",NA,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.232427590883187,NA,NA,NA,28.7,17.5,NA,0.544,1.3,NA,11.2,77.8,NA,NA,NA,1051.5,1129.3,85.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1760
"6189","Tange2010","Japan-Chiba Forest of Tokyo University-Anno 1",35.2,140.1,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Cryptomeria japonica","Taxodiaceae","EG","PM",NA,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0839818402139258,NA,NA,NA,24.8,16.7,NA,0.327,1.3,NA,8.1,26.7,NA,NA,NA,399.4,426.1,18.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1760
"6190","Tange2010","Japan-Chiba Forest of Tokyo University-Anno 1",35.2,140.1,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Cryptomeria japonica","Taxodiaceae","EG","PM",NA,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0323654729154454,NA,NA,NA,20.2,17.3,NA,0.203,1.3,NA,2.9,8.5,NA,NA,NA,137.3,145.8,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1760
"6191","Tange2010","Japan-Chiba Forest of Tokyo University-Anno 2",35.2,140.1,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Cryptomeria japonica","Taxodiaceae","EG","PM",NA,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.181710504481797,NA,NA,NA,28.3,20.1,NA,0.481,1.3,NA,8.2,70.4,NA,NA,NA,934.4,1004.8,59.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1760
"6192","Tange2010","Japan-Chiba Forest of Tokyo University-Anno 2",35.2,140.1,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Cryptomeria japonica","Taxodiaceae","EG","PM",NA,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0749906020393518,NA,NA,NA,24.7,19.5,NA,0.309,1.3,NA,5.2,19.3,NA,NA,NA,324.2,343.5,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1760
"6193","Tange2010","Japan-Chiba Forest of Tokyo University-Anno 2",35.2,140.1,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Cryptomeria japonica","Taxodiaceae","EG","PM",NA,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0336535259034173,NA,NA,NA,20.3,16.4,NA,0.207,1.3,NA,3.9,8.4,NA,NA,NA,145.6,154,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1760
"6194","Tange2010","Japan-Chiba Forest of Tokyo University-Anno 2",35.2,140.1,"TempF",NA,NA,NA,NA,"Cryptomeria japonica","Cryptomeria japonica","Taxodiaceae","EG","PM",NA,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0978676797427926,NA,NA,NA,26.9,15.6,NA,0.353,1.3,NA,11.3,29.6,NA,NA,NA,NA,NA,28.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1760
"6195","Tissue0000c","University of Western Sydney, Richmond, NSW, Australia",-33.61,150.75,NA,NA,NA,"CO2 = 640; Temp = Amb",NA,"Wollemia nobilis","Wollemia nobilis","Araucariaceae","EG","GH",NA,NA,2.5,0.1568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04152,NA,NA,NA,0.03337,0.07489,NA,NA,NA,NA,NA,NA,0.2647959184,NA,NA,NA,NA,0.0210728323673436,NA,NA,NA,NA,NA,851
"6196","Tissue0000c","University of Western Sydney, Richmond, NSW, Australia",-33.61,150.75,NA,NA,NA,"CO2 = 640; Temp = Amb",NA,"Wollemia nobilis","Wollemia nobilis","Araucariaceae","EG","GH",NA,NA,2.5,0.2126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06033,NA,NA,NA,0.01563,0.07596,NA,NA,NA,NA,NA,NA,0.2837723424,NA,NA,NA,NA,0.0165625725194,NA,NA,NA,NA,NA,851
"6197","Tissue0000c","University of Western Sydney, Richmond, NSW, Australia",-33.61,150.75,NA,NA,NA,"CO2 = 640; Temp = Amb",NA,"Wollemia nobilis","Wollemia nobilis","Araucariaceae","EG","GH",NA,NA,2.5,0.1761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05216,NA,NA,NA,0.02058,0.07274,NA,NA,NA,NA,NA,NA,0.2961953436,NA,NA,NA,NA,0.0151251533719249,NA,NA,NA,NA,NA,851
"6198","Tissue0000c","University of Western Sydney, Richmond, NSW, Australia",-33.61,150.75,NA,NA,NA,"CO2 = 640; Temp = Amb",NA,"Wollemia nobilis","Wollemia nobilis","Araucariaceae","EG","GH",NA,NA,2.5,0.2701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06398,NA,NA,NA,0.02785,0.09183,NA,NA,NA,NA,NA,NA,0.2368752314,NA,NA,NA,NA,0.0149867927474666,NA,NA,NA,NA,NA,851
"6199","Tissue0000c","University of Western Sydney, Richmond, NSW, Australia",-33.61,150.75,NA,NA,NA,"CO2 = 640; Temp = Amb",NA,"Wollemia nobilis","Wollemia nobilis","Araucariaceae","EG","GH",NA,NA,2.5,0.237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0679,NA,NA,NA,0.02535,0.09325,NA,NA,NA,NA,NA,NA,0.2864978903,NA,NA,NA,NA,0.0172427098671728,NA,NA,NA,NA,NA,851
"6200","Tissue0000c","University of Western Sydney, Richmond, NSW, Australia",-33.61,150.75,NA,NA,NA,"CO2 = 640; Temp = Amb",NA,"Wollemia nobilis","Wollemia nobilis","Araucariaceae","EG","GH",NA,NA,2.5,0.234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07018,NA,NA,NA,0.03992,0.1101,NA,NA,NA,NA,NA,NA,0.2999145299,NA,NA,NA,NA,0.0152710173846099,NA,NA,NA,NA,NA,851
"6201","Tissue0000c","University of Western Sydney, Richmond, NSW, Australia",-33.61,150.75,NA,NA,NA,"CO2 = 400; Temp = Amb",NA,"Wollemia nobilis","Wollemia nobilis","Araucariaceae","EG","GH",NA,NA,2.5,0.1902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05488,NA,NA,NA,0.02084,0.07572,NA,NA,NA,NA,NA,NA,0.2885383807,NA,NA,NA,NA,0.0171554300262974,NA,NA,NA,NA,NA,851
"6202","Tissue0000c","University of Western Sydney, Richmond, NSW, Australia",-33.61,150.75,NA,NA,NA,"CO2 = 400; Temp = Amb",NA,"Wollemia nobilis","Wollemia nobilis","Araucariaceae","EG","GH",NA,NA,2.5,0.2116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05858,NA,NA,NA,0.03074,0.08932,NA,NA,NA,NA,NA,NA,0.2768431002,NA,NA,NA,NA,0.0196139979507425,NA,NA,NA,NA,NA,851
"6203","Tissue0000c","University of Western Sydney, Richmond, NSW, Australia",-33.61,150.75,NA,NA,NA,"CO2 = 400; Temp = Amb",NA,"Wollemia nobilis","Wollemia nobilis","Araucariaceae","EG","GH",NA,NA,2.5,0.228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05554,NA,NA,NA,0.0171,0.07264,NA,NA,NA,NA,NA,NA,0.2435964912,NA,NA,NA,NA,0.0208952106613923,NA,NA,NA,NA,NA,851
"6204","Tissue0000c","University of Western Sydney, Richmond, NSW, Australia",-33.61,150.75,NA,NA,NA,"CO2 = 400; Temp = Amb",NA,"Wollemia nobilis","Wollemia nobilis","Araucariaceae","EG","GH",NA,NA,2.5,0.1778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04536,NA,NA,NA,0.02442,0.06978,NA,NA,NA,NA,NA,NA,0.2551181102,NA,NA,NA,NA,0.0203435185214068,NA,NA,NA,NA,NA,851
